areaCode,areaName,areaType,date,newCasesBySpecimenDate
E12000003,Yorkshire and The Humber,region,24/05/2021,322
E12000003,Yorkshire and The Humber,region,23/05/2021,249
E12000003,Yorkshire and The Humber,region,22/05/2021,226
E12000003,Yorkshire and The Humber,region,21/05/2021,300
E12000003,Yorkshire and The Humber,region,20/05/2021,265
E12000003,Yorkshire and The Humber,region,19/05/2021,373
E12000003,Yorkshire and The Humber,region,18/05/2021,326
E12000003,Yorkshire and The Humber,region,17/05/2021,337
E12000003,Yorkshire and The Humber,region,16/05/2021,243
E12000003,Yorkshire and The Humber,region,15/05/2021,189
E12000003,Yorkshire and The Humber,region,14/05/2021,209
E12000003,Yorkshire and The Humber,region,13/05/2021,275
E12000003,Yorkshire and The Humber,region,12/05/2021,321
E12000003,Yorkshire and The Humber,region,11/05/2021,283
E12000003,Yorkshire and The Humber,region,10/05/2021,358
E12000003,Yorkshire and The Humber,region,09/05/2021,281
E12000003,Yorkshire and The Humber,region,08/05/2021,228
E12000003,Yorkshire and The Humber,region,07/05/2021,290
E12000003,Yorkshire and The Humber,region,06/05/2021,287
E12000003,Yorkshire and The Humber,region,05/05/2021,380
E12000003,Yorkshire and The Humber,region,04/05/2021,358
E12000003,Yorkshire and The Humber,region,03/05/2021,332
E12000003,Yorkshire and The Humber,region,02/05/2021,207
E12000003,Yorkshire and The Humber,region,01/05/2021,240
E12000003,Yorkshire and The Humber,region,30/04/2021,297
E12000003,Yorkshire and The Humber,region,29/04/2021,378
E12000003,Yorkshire and The Humber,region,28/04/2021,422
E12000003,Yorkshire and The Humber,region,27/04/2021,306
E12000003,Yorkshire and The Humber,region,26/04/2021,403
E12000003,Yorkshire and The Humber,region,25/04/2021,296
E12000003,Yorkshire and The Humber,region,24/04/2021,232
E12000003,Yorkshire and The Humber,region,23/04/2021,304
E12000003,Yorkshire and The Humber,region,22/04/2021,377
E12000003,Yorkshire and The Humber,region,21/04/2021,385
E12000003,Yorkshire and The Humber,region,20/04/2021,404
E12000003,Yorkshire and The Humber,region,19/04/2021,407
E12000003,Yorkshire and The Humber,region,18/04/2021,322
E12000003,Yorkshire and The Humber,region,17/04/2021,229
E12000003,Yorkshire and The Humber,region,16/04/2021,371
E12000003,Yorkshire and The Humber,region,15/04/2021,331
E12000003,Yorkshire and The Humber,region,14/04/2021,346
E12000003,Yorkshire and The Humber,region,13/04/2021,370
E12000003,Yorkshire and The Humber,region,12/04/2021,467
E12000003,Yorkshire and The Humber,region,11/04/2021,374
E12000003,Yorkshire and The Humber,region,10/04/2021,429
E12000003,Yorkshire and The Humber,region,09/04/2021,469
E12000003,Yorkshire and The Humber,region,08/04/2021,509
E12000003,Yorkshire and The Humber,region,07/04/2021,552
E12000003,Yorkshire and The Humber,region,06/04/2021,490
E12000003,Yorkshire and The Humber,region,05/04/2021,506
E12000003,Yorkshire and The Humber,region,04/04/2021,444
E12000003,Yorkshire and The Humber,region,03/04/2021,453
E12000003,Yorkshire and The Humber,region,02/04/2021,463
E12000003,Yorkshire and The Humber,region,01/04/2021,570
E12000003,Yorkshire and The Humber,region,31/03/2021,636
E12000003,Yorkshire and The Humber,region,30/03/2021,631
E12000003,Yorkshire and The Humber,region,29/03/2021,589
E12000003,Yorkshire and The Humber,region,28/03/2021,789
E12000003,Yorkshire and The Humber,region,27/03/2021,612
E12000003,Yorkshire and The Humber,region,26/03/2021,745
E12000003,Yorkshire and The Humber,region,25/03/2021,880
E12000003,Yorkshire and The Humber,region,24/03/2021,1001
E12000003,Yorkshire and The Humber,region,23/03/2021,967
E12000003,Yorkshire and The Humber,region,22/03/2021,1091
E12000003,Yorkshire and The Humber,region,21/03/2021,815
E12000003,Yorkshire and The Humber,region,20/03/2021,684
E12000003,Yorkshire and The Humber,region,19/03/2021,876
E12000003,Yorkshire and The Humber,region,18/03/2021,873
E12000003,Yorkshire and The Humber,region,17/03/2021,933
E12000003,Yorkshire and The Humber,region,16/03/2021,898
E12000003,Yorkshire and The Humber,region,15/03/2021,1009
E12000003,Yorkshire and The Humber,region,14/03/2021,670
E12000003,Yorkshire and The Humber,region,13/03/2021,663
E12000003,Yorkshire and The Humber,region,12/03/2021,859
E12000003,Yorkshire and The Humber,region,11/03/2021,898
E12000003,Yorkshire and The Humber,region,10/03/2021,933
E12000003,Yorkshire and The Humber,region,09/03/2021,959
E12000003,Yorkshire and The Humber,region,08/03/2021,976
E12000003,Yorkshire and The Humber,region,07/03/2021,553
E12000003,Yorkshire and The Humber,region,06/03/2021,659
E12000003,Yorkshire and The Humber,region,05/03/2021,769
E12000003,Yorkshire and The Humber,region,04/03/2021,755
E12000003,Yorkshire and The Humber,region,03/03/2021,859
E12000003,Yorkshire and The Humber,region,02/03/2021,908
E12000003,Yorkshire and The Humber,region,01/03/2021,966
E12000003,Yorkshire and The Humber,region,28/02/2021,578
E12000003,Yorkshire and The Humber,region,27/02/2021,612
E12000003,Yorkshire and The Humber,region,26/02/2021,846
E12000003,Yorkshire and The Humber,region,25/02/2021,923
E12000003,Yorkshire and The Humber,region,24/02/2021,1063
E12000003,Yorkshire and The Humber,region,23/02/2021,1097
E12000003,Yorkshire and The Humber,region,22/02/2021,1215
E12000003,Yorkshire and The Humber,region,21/02/2021,929
E12000003,Yorkshire and The Humber,region,20/02/2021,943
E12000003,Yorkshire and The Humber,region,19/02/2021,1210
E12000003,Yorkshire and The Humber,region,18/02/2021,1321
E12000003,Yorkshire and The Humber,region,17/02/2021,1305
E12000003,Yorkshire and The Humber,region,16/02/2021,1346
E12000003,Yorkshire and The Humber,region,15/02/2021,1401
E12000003,Yorkshire and The Humber,region,14/02/2021,967
E12000003,Yorkshire and The Humber,region,13/02/2021,916
E12000003,Yorkshire and The Humber,region,12/02/2021,1182
E12000003,Yorkshire and The Humber,region,11/02/2021,1215
E12000003,Yorkshire and The Humber,region,10/02/2021,1241
E12000003,Yorkshire and The Humber,region,09/02/2021,1311
E12000003,Yorkshire and The Humber,region,08/02/2021,1376
E12000003,Yorkshire and The Humber,region,07/02/2021,1136
E12000003,Yorkshire and The Humber,region,06/02/2021,1123
E12000003,Yorkshire and The Humber,region,05/02/2021,1366
E12000003,Yorkshire and The Humber,region,04/02/2021,1554
E12000003,Yorkshire and The Humber,region,03/02/2021,1740
E12000003,Yorkshire and The Humber,region,02/02/2021,1025
E12000003,Yorkshire and The Humber,region,01/02/2021,1709
E12000003,Yorkshire and The Humber,region,31/01/2021,1248
E12000003,Yorkshire and The Humber,region,30/01/2021,1229
E12000003,Yorkshire and The Humber,region,29/01/2021,1481
E12000003,Yorkshire and The Humber,region,28/01/2021,1593
E12000003,Yorkshire and The Humber,region,27/01/2021,1814
E12000003,Yorkshire and The Humber,region,26/01/2021,1744
E12000003,Yorkshire and The Humber,region,25/01/2021,1972
E12000003,Yorkshire and The Humber,region,24/01/2021,1322
E12000003,Yorkshire and The Humber,region,23/01/2021,1337
E12000003,Yorkshire and The Humber,region,22/01/2021,1650
E12000003,Yorkshire and The Humber,region,21/01/2021,1822
E12000003,Yorkshire and The Humber,region,20/01/2021,2096
E12000003,Yorkshire and The Humber,region,19/01/2021,2265
E12000003,Yorkshire and The Humber,region,18/01/2021,2526
E12000003,Yorkshire and The Humber,region,17/01/2021,1641
E12000003,Yorkshire and The Humber,region,16/01/2021,1697
E12000003,Yorkshire and The Humber,region,15/01/2021,1952
E12000003,Yorkshire and The Humber,region,14/01/2021,1202
E12000003,Yorkshire and The Humber,region,13/01/2021,2232
E12000003,Yorkshire and The Humber,region,12/01/2021,2508
E12000003,Yorkshire and The Humber,region,11/01/2021,2861
E12000003,Yorkshire and The Humber,region,10/01/2021,1745
E12000003,Yorkshire and The Humber,region,09/01/2021,1854
E12000003,Yorkshire and The Humber,region,08/01/2021,2094
E12000003,Yorkshire and The Humber,region,07/01/2021,2447
E12000003,Yorkshire and The Humber,region,06/01/2021,2573
E12000003,Yorkshire and The Humber,region,05/01/2021,2809
E12000003,Yorkshire and The Humber,region,04/01/2021,3467
E12000003,Yorkshire and The Humber,region,03/01/2021,2428
E12000003,Yorkshire and The Humber,region,02/01/2021,2734
E12000003,Yorkshire and The Humber,region,01/01/2021,1477
E12000003,Yorkshire and The Humber,region,31/12/2020,2166
E12000003,Yorkshire and The Humber,region,30/12/2020,2944
E12000003,Yorkshire and The Humber,region,29/12/2020,3221
E12000003,Yorkshire and The Humber,region,28/12/2020,2119
E12000003,Yorkshire and The Humber,region,27/12/2020,1959
E12000003,Yorkshire and The Humber,region,26/12/2020,1662
E12000003,Yorkshire and The Humber,region,25/12/2020,590
E12000003,Yorkshire and The Humber,region,24/12/2020,1252
E12000003,Yorkshire and The Humber,region,23/12/2020,1630
E12000003,Yorkshire and The Humber,region,22/12/2020,1868
E12000003,Yorkshire and The Humber,region,21/12/2020,1984
E12000003,Yorkshire and The Humber,region,20/12/2020,1412
E12000003,Yorkshire and The Humber,region,19/12/2020,1019
E12000003,Yorkshire and The Humber,region,18/12/2020,1447
E12000003,Yorkshire and The Humber,region,17/12/2020,1174
E12000003,Yorkshire and The Humber,region,16/12/2020,1229
E12000003,Yorkshire and The Humber,region,15/12/2020,1495
E12000003,Yorkshire and The Humber,region,14/12/2020,1722
E12000003,Yorkshire and The Humber,region,13/12/2020,1027
E12000003,Yorkshire and The Humber,region,12/12/2020,950
E12000003,Yorkshire and The Humber,region,11/12/2020,1231
E12000003,Yorkshire and The Humber,region,10/12/2020,1216
E12000003,Yorkshire and The Humber,region,09/12/2020,1336
E12000003,Yorkshire and The Humber,region,08/12/2020,1344
E12000003,Yorkshire and The Humber,region,07/12/2020,1401
E12000003,Yorkshire and The Humber,region,06/12/2020,864
E12000003,Yorkshire and The Humber,region,05/12/2020,877
E12000003,Yorkshire and The Humber,region,04/12/2020,1051
E12000003,Yorkshire and The Humber,region,03/12/2020,1148
E12000003,Yorkshire and The Humber,region,02/12/2020,1343
E12000003,Yorkshire and The Humber,region,01/12/2020,1485
E12000003,Yorkshire and The Humber,region,30/11/2020,1704
E12000003,Yorkshire and The Humber,region,29/11/2020,1038
E12000003,Yorkshire and The Humber,region,28/11/2020,1094
E12000003,Yorkshire and The Humber,region,27/11/2020,1309
E12000003,Yorkshire and The Humber,region,26/11/2020,1395
E12000003,Yorkshire and The Humber,region,25/11/2020,1608
E12000003,Yorkshire and The Humber,region,24/11/2020,1759
E12000003,Yorkshire and The Humber,region,23/11/2020,2065
E12000003,Yorkshire and The Humber,region,22/11/2020,1349
E12000003,Yorkshire and The Humber,region,21/11/2020,1365
E12000003,Yorkshire and The Humber,region,20/11/2020,1938
E12000003,Yorkshire and The Humber,region,19/11/2020,2090
E12000003,Yorkshire and The Humber,region,18/11/2020,2580
E12000003,Yorkshire and The Humber,region,17/11/2020,3058
E12000003,Yorkshire and The Humber,region,16/11/2020,3275
E12000003,Yorkshire and The Humber,region,15/11/2020,2093
E12000003,Yorkshire and The Humber,region,14/11/2020,2500
E12000003,Yorkshire and The Humber,region,13/11/2020,3077
E12000003,Yorkshire and The Humber,region,12/11/2020,3198
E12000003,Yorkshire and The Humber,region,11/11/2020,3700
E12000003,Yorkshire and The Humber,region,10/11/2020,3773
E12000003,Yorkshire and The Humber,region,09/11/2020,4491
E12000003,Yorkshire and The Humber,region,08/11/2020,2887
E12000003,Yorkshire and The Humber,region,07/11/2020,2829
E12000003,Yorkshire and The Humber,region,06/11/2020,3632
E12000003,Yorkshire and The Humber,region,05/11/2020,3590
E12000003,Yorkshire and The Humber,region,04/11/2020,3503
E12000003,Yorkshire and The Humber,region,03/11/2020,3943
E12000003,Yorkshire and The Humber,region,02/11/2020,4666
E12000003,Yorkshire and The Humber,region,01/11/2020,2815
E12000003,Yorkshire and The Humber,region,31/10/2020,2626
E12000003,Yorkshire and The Humber,region,30/10/2020,3460
E12000003,Yorkshire and The Humber,region,29/10/2020,3460
E12000003,Yorkshire and The Humber,region,28/10/2020,3579
E12000003,Yorkshire and The Humber,region,27/10/2020,3576
E12000003,Yorkshire and The Humber,region,26/10/2020,3849
E12000003,Yorkshire and The Humber,region,25/10/2020,2150
E12000003,Yorkshire and The Humber,region,24/10/2020,2248
E12000003,Yorkshire and The Humber,region,23/10/2020,2976
E12000003,Yorkshire and The Humber,region,22/10/2020,3297
E12000003,Yorkshire and The Humber,region,21/10/2020,3487
E12000003,Yorkshire and The Humber,region,20/10/2020,3563
E12000003,Yorkshire and The Humber,region,19/10/2020,3832
E12000003,Yorkshire and The Humber,region,18/10/2020,2214
E12000003,Yorkshire and The Humber,region,17/10/2020,2362
E12000003,Yorkshire and The Humber,region,16/10/2020,2424
E12000003,Yorkshire and The Humber,region,15/10/2020,2484
E12000003,Yorkshire and The Humber,region,14/10/2020,2770
E12000003,Yorkshire and The Humber,region,13/10/2020,2532
E12000003,Yorkshire and The Humber,region,12/10/2020,2746
E12000003,Yorkshire and The Humber,region,11/10/2020,1619
E12000003,Yorkshire and The Humber,region,10/10/2020,1914
E12000003,Yorkshire and The Humber,region,09/10/2020,1863
E12000003,Yorkshire and The Humber,region,08/10/2020,2422
E12000003,Yorkshire and The Humber,region,07/10/2020,2658
E12000003,Yorkshire and The Humber,region,06/10/2020,2404
E12000003,Yorkshire and The Humber,region,05/10/2020,2257
E12000003,Yorkshire and The Humber,region,04/10/2020,1673
E12000003,Yorkshire and The Humber,region,03/10/2020,1648
E12000003,Yorkshire and The Humber,region,02/10/2020,2197
E12000003,Yorkshire and The Humber,region,01/10/2020,2120
E12000003,Yorkshire and The Humber,region,30/09/2020,1786
E12000003,Yorkshire and The Humber,region,29/09/2020,1376
E12000003,Yorkshire and The Humber,region,28/09/2020,1446
E12000003,Yorkshire and The Humber,region,27/09/2020,1021
E12000003,Yorkshire and The Humber,region,26/09/2020,815
E12000003,Yorkshire and The Humber,region,25/09/2020,805
E12000003,Yorkshire and The Humber,region,24/09/2020,917
E12000003,Yorkshire and The Humber,region,23/09/2020,732
E12000003,Yorkshire and The Humber,region,22/09/2020,713
E12000003,Yorkshire and The Humber,region,21/09/2020,613
E12000003,Yorkshire and The Humber,region,20/09/2020,664
E12000003,Yorkshire and The Humber,region,19/09/2020,559
E12000003,Yorkshire and The Humber,region,18/09/2020,556
E12000003,Yorkshire and The Humber,region,17/09/2020,568
E12000003,Yorkshire and The Humber,region,16/09/2020,544
E12000003,Yorkshire and The Humber,region,15/09/2020,418
E12000003,Yorkshire and The Humber,region,14/09/2020,386
E12000003,Yorkshire and The Humber,region,13/09/2020,297
E12000003,Yorkshire and The Humber,region,12/09/2020,312
E12000003,Yorkshire and The Humber,region,11/09/2020,384
E12000003,Yorkshire and The Humber,region,10/09/2020,462
E12000003,Yorkshire and The Humber,region,09/09/2020,393
E12000003,Yorkshire and The Humber,region,08/09/2020,379
E12000003,Yorkshire and The Humber,region,07/09/2020,523
E12000003,Yorkshire and The Humber,region,06/09/2020,303
E12000003,Yorkshire and The Humber,region,05/09/2020,312
E12000003,Yorkshire and The Humber,region,04/09/2020,302
E12000003,Yorkshire and The Humber,region,03/09/2020,335
E12000003,Yorkshire and The Humber,region,02/09/2020,372
E12000003,Yorkshire and The Humber,region,01/09/2020,263
E12000003,Yorkshire and The Humber,region,31/08/2020,192
E12000003,Yorkshire and The Humber,region,30/08/2020,143
E12000003,Yorkshire and The Humber,region,29/08/2020,170
E12000003,Yorkshire and The Humber,region,28/08/2020,161
E12000003,Yorkshire and The Humber,region,27/08/2020,191
E12000003,Yorkshire and The Humber,region,26/08/2020,120
E12000003,Yorkshire and The Humber,region,25/08/2020,135
E12000003,Yorkshire and The Humber,region,24/08/2020,151
E12000003,Yorkshire and The Humber,region,23/08/2020,94
E12000003,Yorkshire and The Humber,region,22/08/2020,89
E12000003,Yorkshire and The Humber,region,21/08/2020,129
E12000003,Yorkshire and The Humber,region,20/08/2020,165
E12000003,Yorkshire and The Humber,region,19/08/2020,139
E12000003,Yorkshire and The Humber,region,18/08/2020,122
E12000003,Yorkshire and The Humber,region,17/08/2020,126
E12000003,Yorkshire and The Humber,region,16/08/2020,79
E12000003,Yorkshire and The Humber,region,15/08/2020,108
E12000003,Yorkshire and The Humber,region,14/08/2020,160
E12000003,Yorkshire and The Humber,region,13/08/2020,179
E12000003,Yorkshire and The Humber,region,12/08/2020,171
E12000003,Yorkshire and The Humber,region,11/08/2020,185
E12000003,Yorkshire and The Humber,region,10/08/2020,220
E12000003,Yorkshire and The Humber,region,09/08/2020,97
E12000003,Yorkshire and The Humber,region,08/08/2020,104
E12000003,Yorkshire and The Humber,region,07/08/2020,120
E12000003,Yorkshire and The Humber,region,06/08/2020,177
E12000003,Yorkshire and The Humber,region,05/08/2020,157
E12000003,Yorkshire and The Humber,region,04/08/2020,147
E12000003,Yorkshire and The Humber,region,03/08/2020,143
E12000003,Yorkshire and The Humber,region,02/08/2020,85
E12000003,Yorkshire and The Humber,region,01/08/2020,81
E12000003,Yorkshire and The Humber,region,31/07/2020,99
E12000003,Yorkshire and The Humber,region,30/07/2020,140
E12000003,Yorkshire and The Humber,region,29/07/2020,163
E12000003,Yorkshire and The Humber,region,28/07/2020,150
E12000003,Yorkshire and The Humber,region,27/07/2020,143
E12000003,Yorkshire and The Humber,region,26/07/2020,91
E12000003,Yorkshire and The Humber,region,25/07/2020,88
E12000003,Yorkshire and The Humber,region,24/07/2020,110
E12000003,Yorkshire and The Humber,region,23/07/2020,106
E12000003,Yorkshire and The Humber,region,22/07/2020,103
E12000003,Yorkshire and The Humber,region,21/07/2020,100
E12000003,Yorkshire and The Humber,region,20/07/2020,113
E12000003,Yorkshire and The Humber,region,19/07/2020,101
E12000003,Yorkshire and The Humber,region,18/07/2020,97
E12000003,Yorkshire and The Humber,region,17/07/2020,100
E12000003,Yorkshire and The Humber,region,16/07/2020,86
E12000003,Yorkshire and The Humber,region,15/07/2020,119
E12000003,Yorkshire and The Humber,region,14/07/2020,132
E12000003,Yorkshire and The Humber,region,13/07/2020,136
E12000003,Yorkshire and The Humber,region,12/07/2020,98
E12000003,Yorkshire and The Humber,region,11/07/2020,85
E12000003,Yorkshire and The Humber,region,10/07/2020,93
E12000003,Yorkshire and The Humber,region,09/07/2020,97
E12000003,Yorkshire and The Humber,region,08/07/2020,125
E12000003,Yorkshire and The Humber,region,07/07/2020,103
E12000003,Yorkshire and The Humber,region,06/07/2020,120
E12000003,Yorkshire and The Humber,region,05/07/2020,90
E12000003,Yorkshire and The Humber,region,04/07/2020,80
E12000003,Yorkshire and The Humber,region,03/07/2020,107
E12000003,Yorkshire and The Humber,region,02/07/2020,104
E12000003,Yorkshire and The Humber,region,01/07/2020,131
E12000003,Yorkshire and The Humber,region,30/06/2020,112
E12000003,Yorkshire and The Humber,region,29/06/2020,133
E12000003,Yorkshire and The Humber,region,28/06/2020,97
E12000003,Yorkshire and The Humber,region,27/06/2020,148
E12000003,Yorkshire and The Humber,region,26/06/2020,152
E12000003,Yorkshire and The Humber,region,25/06/2020,143
E12000003,Yorkshire and The Humber,region,24/06/2020,155
E12000003,Yorkshire and The Humber,region,23/06/2020,172
E12000003,Yorkshire and The Humber,region,22/06/2020,156
E12000003,Yorkshire and The Humber,region,21/06/2020,116
E12000003,Yorkshire and The Humber,region,20/06/2020,162
E12000003,Yorkshire and The Humber,region,19/06/2020,204
E12000003,Yorkshire and The Humber,region,18/06/2020,258
E12000003,Yorkshire and The Humber,region,17/06/2020,230
E12000003,Yorkshire and The Humber,region,16/06/2020,217
E12000003,Yorkshire and The Humber,region,15/06/2020,189
E12000003,Yorkshire and The Humber,region,14/06/2020,160
E12000003,Yorkshire and The Humber,region,13/06/2020,193
E12000003,Yorkshire and The Humber,region,12/06/2020,247
E12000003,Yorkshire and The Humber,region,11/06/2020,197
E12000003,Yorkshire and The Humber,region,10/06/2020,227
E12000003,Yorkshire and The Humber,region,09/06/2020,172
E12000003,Yorkshire and The Humber,region,08/06/2020,188
E12000003,Yorkshire and The Humber,region,07/06/2020,150
E12000003,Yorkshire and The Humber,region,06/06/2020,121
E12000003,Yorkshire and The Humber,region,05/06/2020,155
E12000003,Yorkshire and The Humber,region,04/06/2020,178
E12000003,Yorkshire and The Humber,region,03/06/2020,206
E12000003,Yorkshire and The Humber,region,02/06/2020,196
E12000003,Yorkshire and The Humber,region,01/06/2020,192
E12000003,Yorkshire and The Humber,region,31/05/2020,177
E12000003,Yorkshire and The Humber,region,30/05/2020,164
E12000003,Yorkshire and The Humber,region,29/05/2020,199
E12000003,Yorkshire and The Humber,region,28/05/2020,274
E12000003,Yorkshire and The Humber,region,27/05/2020,253
E12000003,Yorkshire and The Humber,region,26/05/2020,231
E12000003,Yorkshire and The Humber,region,25/05/2020,254
E12000003,Yorkshire and The Humber,region,24/05/2020,205
E12000003,Yorkshire and The Humber,region,23/05/2020,234
E12000003,Yorkshire and The Humber,region,22/05/2020,267
E12000003,Yorkshire and The Humber,region,21/05/2020,382
E12000003,Yorkshire and The Humber,region,20/05/2020,295
E12000003,Yorkshire and The Humber,region,19/05/2020,388
E12000003,Yorkshire and The Humber,region,18/05/2020,261
E12000003,Yorkshire and The Humber,region,17/05/2020,244
E12000003,Yorkshire and The Humber,region,16/05/2020,258
E12000003,Yorkshire and The Humber,region,15/05/2020,337
E12000003,Yorkshire and The Humber,region,14/05/2020,355
E12000003,Yorkshire and The Humber,region,13/05/2020,405
E12000003,Yorkshire and The Humber,region,12/05/2020,375
E12000003,Yorkshire and The Humber,region,11/05/2020,427
E12000003,Yorkshire and The Humber,region,10/05/2020,297
E12000003,Yorkshire and The Humber,region,09/05/2020,244
E12000003,Yorkshire and The Humber,region,08/05/2020,352
E12000003,Yorkshire and The Humber,region,07/05/2020,457
E12000003,Yorkshire and The Humber,region,06/05/2020,412
E12000003,Yorkshire and The Humber,region,05/05/2020,441
E12000003,Yorkshire and The Humber,region,04/05/2020,350
E12000003,Yorkshire and The Humber,region,03/05/2020,384
E12000003,Yorkshire and The Humber,region,02/05/2020,384
E12000003,Yorkshire and The Humber,region,01/05/2020,620
E12000003,Yorkshire and The Humber,region,30/04/2020,576
E12000003,Yorkshire and The Humber,region,29/04/2020,714
E12000003,Yorkshire and The Humber,region,28/04/2020,488
E12000003,Yorkshire and The Humber,region,27/04/2020,509
E12000003,Yorkshire and The Humber,region,26/04/2020,422
E12000003,Yorkshire and The Humber,region,25/04/2020,411
E12000003,Yorkshire and The Humber,region,24/04/2020,591
E12000003,Yorkshire and The Humber,region,23/04/2020,449
E12000003,Yorkshire and The Humber,region,22/04/2020,563
E12000003,Yorkshire and The Humber,region,21/04/2020,349
E12000003,Yorkshire and The Humber,region,20/04/2020,401
E12000003,Yorkshire and The Humber,region,19/04/2020,417
E12000003,Yorkshire and The Humber,region,18/04/2020,364
E12000003,Yorkshire and The Humber,region,17/04/2020,350
E12000003,Yorkshire and The Humber,region,16/04/2020,373
E12000003,Yorkshire and The Humber,region,15/04/2020,475
E12000003,Yorkshire and The Humber,region,14/04/2020,315
E12000003,Yorkshire and The Humber,region,13/04/2020,325
E12000003,Yorkshire and The Humber,region,12/04/2020,268
E12000003,Yorkshire and The Humber,region,11/04/2020,260
E12000003,Yorkshire and The Humber,region,10/04/2020,299
E12000003,Yorkshire and The Humber,region,09/04/2020,305
E12000003,Yorkshire and The Humber,region,08/04/2020,318
E12000003,Yorkshire and The Humber,region,07/04/2020,338
E12000003,Yorkshire and The Humber,region,06/04/2020,320
E12000003,Yorkshire and The Humber,region,05/04/2020,216
E12000003,Yorkshire and The Humber,region,04/04/2020,202
E12000003,Yorkshire and The Humber,region,03/04/2020,274
E12000003,Yorkshire and The Humber,region,02/04/2020,241
E12000003,Yorkshire and The Humber,region,01/04/2020,315
E12000003,Yorkshire and The Humber,region,31/03/2020,319
E12000003,Yorkshire and The Humber,region,30/03/2020,286
E12000003,Yorkshire and The Humber,region,29/03/2020,228
E12000003,Yorkshire and The Humber,region,28/03/2020,207
E12000003,Yorkshire and The Humber,region,27/03/2020,153
E12000003,Yorkshire and The Humber,region,26/03/2020,177
E12000003,Yorkshire and The Humber,region,25/03/2020,150
E12000003,Yorkshire and The Humber,region,24/03/2020,157
E12000003,Yorkshire and The Humber,region,23/03/2020,144
E12000003,Yorkshire and The Humber,region,22/03/2020,94
E12000003,Yorkshire and The Humber,region,21/03/2020,77
E12000003,Yorkshire and The Humber,region,20/03/2020,59
E12000003,Yorkshire and The Humber,region,19/03/2020,55
E12000003,Yorkshire and The Humber,region,18/03/2020,47
E12000003,Yorkshire and The Humber,region,17/03/2020,31
E12000003,Yorkshire and The Humber,region,16/03/2020,28
E12000003,Yorkshire and The Humber,region,15/03/2020,9
E12000003,Yorkshire and The Humber,region,14/03/2020,12
E12000003,Yorkshire and The Humber,region,13/03/2020,12
E12000003,Yorkshire and The Humber,region,12/03/2020,14
E12000003,Yorkshire and The Humber,region,11/03/2020,10
E12000003,Yorkshire and The Humber,region,10/03/2020,18
E12000003,Yorkshire and The Humber,region,09/03/2020,8
E12000003,Yorkshire and The Humber,region,08/03/2020,3
E12000003,Yorkshire and The Humber,region,07/03/2020,5
E12000003,Yorkshire and The Humber,region,06/03/2020,1
E12000003,Yorkshire and The Humber,region,05/03/2020,1
E12000003,Yorkshire and The Humber,region,04/03/2020,2
E12000003,Yorkshire and The Humber,region,03/03/2020,5
E12000003,Yorkshire and The Humber,region,02/03/2020,3
E12000003,Yorkshire and The Humber,region,01/03/2020,2
E12000003,Yorkshire and The Humber,region,29/02/2020,0
E12000003,Yorkshire and The Humber,region,28/02/2020,2
E12000003,Yorkshire and The Humber,region,27/02/2020,1
E12000003,Yorkshire and The Humber,region,26/02/2020,0
E12000003,Yorkshire and The Humber,region,25/02/2020,0
E12000003,Yorkshire and The Humber,region,24/02/2020,0
E12000003,Yorkshire and The Humber,region,23/02/2020,0
E12000003,Yorkshire and The Humber,region,22/02/2020,0
E12000003,Yorkshire and The Humber,region,21/02/2020,0
E12000003,Yorkshire and The Humber,region,20/02/2020,0
E12000003,Yorkshire and The Humber,region,19/02/2020,0
E12000003,Yorkshire and The Humber,region,18/02/2020,0
E12000003,Yorkshire and The Humber,region,17/02/2020,0
E12000003,Yorkshire and The Humber,region,16/02/2020,0
E12000003,Yorkshire and The Humber,region,15/02/2020,0
E12000003,Yorkshire and The Humber,region,14/02/2020,0
E12000003,Yorkshire and The Humber,region,13/02/2020,0
E12000003,Yorkshire and The Humber,region,12/02/2020,0
E12000003,Yorkshire and The Humber,region,11/02/2020,0
E12000003,Yorkshire and The Humber,region,10/02/2020,0
E12000003,Yorkshire and The Humber,region,09/02/2020,0
E12000003,Yorkshire and The Humber,region,08/02/2020,0
E12000003,Yorkshire and The Humber,region,07/02/2020,0
E12000003,Yorkshire and The Humber,region,06/02/2020,0
E12000003,Yorkshire and The Humber,region,05/02/2020,0
E12000003,Yorkshire and The Humber,region,04/02/2020,0
E12000003,Yorkshire and The Humber,region,03/02/2020,0
E12000003,Yorkshire and The Humber,region,02/02/2020,0
E12000003,Yorkshire and The Humber,region,01/02/2020,0
E12000003,Yorkshire and The Humber,region,31/01/2020,0
E12000003,Yorkshire and The Humber,region,30/01/2020,1
E12000004,East Midlands,region,02/10/2021,586
E12000004,East Midlands,region,01/10/2021,2376
E12000004,East Midlands,region,30/09/2021,2941
E12000004,East Midlands,region,29/09/2021,3168
E12000004,East Midlands,region,28/09/2021,3470
E12000004,East Midlands,region,27/09/2021,3788
E12000004,East Midlands,region,26/09/2021,2588
E12000004,East Midlands,region,25/09/2021,2462
E12000004,East Midlands,region,24/09/2021,2866
E12000004,East Midlands,region,23/09/2021,3143
E12000004,East Midlands,region,22/09/2021,3369
E12000004,East Midlands,region,21/09/2021,3664
E12000004,East Midlands,region,20/09/2021,3739
E12000004,East Midlands,region,19/09/2021,2763
E12000004,East Midlands,region,18/09/2021,2205
