areaCode,areaName,areaType,date,newCasesBySpecimenDate
E12000005,West Midlands,region,25/04/2021,166
E12000005,West Midlands,region,24/04/2021,109
E12000005,West Midlands,region,23/04/2021,141
E12000005,West Midlands,region,22/04/2021,176
E12000005,West Midlands,region,21/04/2021,226
E12000005,West Midlands,region,20/04/2021,177
E12000005,West Midlands,region,19/04/2021,208
E12000005,West Midlands,region,18/04/2021,233
E12000005,West Midlands,region,17/04/2021,141
E12000005,West Midlands,region,16/04/2021,167
E12000005,West Midlands,region,15/04/2021,180
E12000005,West Midlands,region,14/04/2021,184
E12000005,West Midlands,region,13/04/2021,211
E12000005,West Midlands,region,12/04/2021,213
E12000005,West Midlands,region,11/04/2021,162
E12000005,West Midlands,region,10/04/2021,167
E12000005,West Midlands,region,09/04/2021,241
E12000005,West Midlands,region,08/04/2021,244
E12000005,West Midlands,region,07/04/2021,254
E12000005,West Midlands,region,06/04/2021,260
E12000005,West Midlands,region,05/04/2021,219
E12000005,West Midlands,region,04/04/2021,210
E12000005,West Midlands,region,03/04/2021,198
E12000005,West Midlands,region,02/04/2021,219
E12000005,West Midlands,region,01/04/2021,314
E12000005,West Midlands,region,31/03/2021,399
E12000005,West Midlands,region,30/03/2021,361
E12000005,West Midlands,region,29/03/2021,364
E12000005,West Midlands,region,28/03/2021,486
E12000005,West Midlands,region,27/03/2021,316
E12000005,West Midlands,region,26/03/2021,403
E12000005,West Midlands,region,25/03/2021,523
E12000005,West Midlands,region,24/03/2021,608
E12000005,West Midlands,region,23/03/2021,531
E12000005,West Midlands,region,22/03/2021,620
E12000005,West Midlands,region,21/03/2021,565
E12000005,West Midlands,region,20/03/2021,398
E12000005,West Midlands,region,19/03/2021,476
E12000005,West Midlands,region,18/03/2021,496
E12000005,West Midlands,region,17/03/2021,611
E12000005,West Midlands,region,16/03/2021,606
E12000005,West Midlands,region,15/03/2021,732
E12000005,West Midlands,region,14/03/2021,466
E12000005,West Midlands,region,13/03/2021,400
E12000005,West Midlands,region,12/03/2021,556
E12000005,West Midlands,region,11/03/2021,543
E12000005,West Midlands,region,10/03/2021,632
E12000005,West Midlands,region,09/03/2021,574
E12000005,West Midlands,region,08/03/2021,704
E12000005,West Midlands,region,07/03/2021,455
E12000005,West Midlands,region,06/03/2021,431
E12000005,West Midlands,region,05/03/2021,547
E12000005,West Midlands,region,04/03/2021,614
E12000005,West Midlands,region,03/03/2021,631
E12000005,West Midlands,region,02/03/2021,790
E12000005,West Midlands,region,01/03/2021,803
E12000005,West Midlands,region,28/02/2021,521
E12000005,West Midlands,region,27/02/2021,514
E12000005,West Midlands,region,26/02/2021,768
E12000005,West Midlands,region,25/02/2021,863
E12000005,West Midlands,region,24/02/2021,1016
E12000005,West Midlands,region,23/02/2021,1135
E12000005,West Midlands,region,22/02/2021,1443
E12000005,West Midlands,region,21/02/2021,939
E12000005,West Midlands,region,20/02/2021,937
E12000005,West Midlands,region,19/02/2021,1267
E12000005,West Midlands,region,18/02/2021,1389
E12000005,West Midlands,region,17/02/2021,1409
E12000005,West Midlands,region,16/02/2021,1595
E12000005,West Midlands,region,15/02/2021,1771
E12000005,West Midlands,region,14/02/2021,996
E12000005,West Midlands,region,13/02/2021,1086
E12000005,West Midlands,region,12/02/2021,1483
E12000005,West Midlands,region,11/02/2021,1514
E12000005,West Midlands,region,10/02/2021,1633
E12000005,West Midlands,region,09/02/2021,1694
E12000005,West Midlands,region,08/02/2021,1965
E12000005,West Midlands,region,07/02/2021,1360
E12000005,West Midlands,region,06/02/2021,1512
E12000005,West Midlands,region,05/02/2021,1905
E12000005,West Midlands,region,04/02/2021,2193
E12000005,West Midlands,region,03/02/2021,2319
E12000005,West Midlands,region,02/02/2021,2428
E12000005,West Midlands,region,01/02/2021,2685
E12000005,West Midlands,region,31/01/2021,1852
E12000005,West Midlands,region,30/01/2021,1951
E12000005,West Midlands,region,29/01/2021,2702
E12000005,West Midlands,region,28/01/2021,3077
E12000005,West Midlands,region,27/01/2021,3108
E12000005,West Midlands,region,26/01/2021,3475
E12000005,West Midlands,region,25/01/2021,3208
E12000005,West Midlands,region,24/01/2021,1334
E12000005,West Midlands,region,23/01/2021,2531
E12000005,West Midlands,region,22/01/2021,3599
E12000005,West Midlands,region,21/01/2021,3601
E12000005,West Midlands,region,20/01/2021,4281
E12000005,West Midlands,region,19/01/2021,4731
E12000005,West Midlands,region,18/01/2021,5269
E12000005,West Midlands,region,17/01/2021,3610
E12000005,West Midlands,region,16/01/2021,3562
E12000005,West Midlands,region,15/01/2021,4892
E12000005,West Midlands,region,14/01/2021,4991
E12000005,West Midlands,region,13/01/2021,5213
E12000005,West Midlands,region,12/01/2021,5454
E12000005,West Midlands,region,11/01/2021,5852
E12000005,West Midlands,region,10/01/2021,3805
E12000005,West Midlands,region,09/01/2021,3948
E12000005,West Midlands,region,08/01/2021,4612
E12000005,West Midlands,region,07/01/2021,4762
E12000005,West Midlands,region,06/01/2021,5579
E12000005,West Midlands,region,05/01/2021,5866
E12000005,West Midlands,region,04/01/2021,7146
E12000005,West Midlands,region,03/01/2021,4863
E12000005,West Midlands,region,02/01/2021,5626
E12000005,West Midlands,region,01/01/2021,2997
E12000005,West Midlands,region,31/12/2020,4553
E12000005,West Midlands,region,30/12/2020,5873
E12000005,West Midlands,region,29/12/2020,6081
E12000005,West Midlands,region,28/12/2020,3130
E12000005,West Midlands,region,27/12/2020,3148
E12000005,West Midlands,region,26/12/2020,2594
E12000005,West Midlands,region,25/12/2020,1011
E12000005,West Midlands,region,24/12/2020,2110
E12000005,West Midlands,region,23/12/2020,2723
E12000005,West Midlands,region,22/12/2020,2812
E12000005,West Midlands,region,21/12/2020,2978
E12000005,West Midlands,region,20/12/2020,2214
E12000005,West Midlands,region,19/12/2020,1606
E12000005,West Midlands,region,18/12/2020,2076
E12000005,West Midlands,region,17/12/2020,2121
E12000005,West Midlands,region,16/12/2020,2065
E12000005,West Midlands,region,15/12/2020,2242
E12000005,West Midlands,region,14/12/2020,2388
E12000005,West Midlands,region,13/12/2020,1324
E12000005,West Midlands,region,12/12/2020,1338
E12000005,West Midlands,region,11/12/2020,1743
E12000005,West Midlands,region,10/12/2020,1680
E12000005,West Midlands,region,09/12/2020,1654
E12000005,West Midlands,region,08/12/2020,1718
E12000005,West Midlands,region,07/12/2020,1731
E12000005,West Midlands,region,06/12/2020,1126
E12000005,West Midlands,region,05/12/2020,1107
E12000005,West Midlands,region,04/12/2020,1399
E12000005,West Midlands,region,03/12/2020,1347
E12000005,West Midlands,region,02/12/2020,1472
E12000005,West Midlands,region,01/12/2020,1528
E12000005,West Midlands,region,30/11/2020,1700
E12000005,West Midlands,region,29/11/2020,1120
E12000005,West Midlands,region,28/11/2020,1136
E12000005,West Midlands,region,27/11/2020,1558
E12000005,West Midlands,region,26/11/2020,1693
E12000005,West Midlands,region,25/11/2020,1911
E12000005,West Midlands,region,24/11/2020,2021
E12000005,West Midlands,region,23/11/2020,2247
E12000005,West Midlands,region,22/11/2020,1471
E12000005,West Midlands,region,21/11/2020,1590
E12000005,West Midlands,region,20/11/2020,2304
E12000005,West Midlands,region,19/11/2020,2372
E12000005,West Midlands,region,18/11/2020,2614
E12000005,West Midlands,region,17/11/2020,3031
E12000005,West Midlands,region,16/11/2020,3386
E12000005,West Midlands,region,15/11/2020,2024
E12000005,West Midlands,region,14/11/2020,2363
E12000005,West Midlands,region,13/11/2020,3044
E12000005,West Midlands,region,12/11/2020,3093
E12000005,West Midlands,region,11/11/2020,3538
E12000005,West Midlands,region,10/11/2020,3646
E12000005,West Midlands,region,09/11/2020,3928
E12000005,West Midlands,region,08/11/2020,2452
E12000005,West Midlands,region,07/11/2020,2267
E12000005,West Midlands,region,06/11/2020,2795
E12000005,West Midlands,region,05/11/2020,2834
E12000005,West Midlands,region,04/11/2020,2741
E12000005,West Midlands,region,03/11/2020,3104
E12000005,West Midlands,region,02/11/2020,3645
E12000005,West Midlands,region,01/11/2020,1613
E12000005,West Midlands,region,31/10/2020,1939
E12000005,West Midlands,region,30/10/2020,2589
E12000005,West Midlands,region,29/10/2020,2486
E12000005,West Midlands,region,28/10/2020,2541
E12000005,West Midlands,region,27/10/2020,2426
E12000005,West Midlands,region,26/10/2020,2634
E12000005,West Midlands,region,25/10/2020,1585
E12000005,West Midlands,region,24/10/2020,1544
E12000005,West Midlands,region,23/10/2020,2031
E12000005,West Midlands,region,22/10/2020,2108
E12000005,West Midlands,region,21/10/2020,2229
E12000005,West Midlands,region,20/10/2020,2270
E12000005,West Midlands,region,19/10/2020,2200
E12000005,West Midlands,region,18/10/2020,1187
E12000005,West Midlands,region,17/10/2020,1233
E12000005,West Midlands,region,16/10/2020,1621
E12000005,West Midlands,region,15/10/2020,1582
E12000005,West Midlands,region,14/10/2020,1570
E12000005,West Midlands,region,13/10/2020,1490
E12000005,West Midlands,region,12/10/2020,1498
E12000005,West Midlands,region,11/10/2020,910
E12000005,West Midlands,region,10/10/2020,925
E12000005,West Midlands,region,09/10/2020,1181
E12000005,West Midlands,region,08/10/2020,1266
E12000005,West Midlands,region,07/10/2020,1214
E12000005,West Midlands,region,06/10/2020,1216
E12000005,West Midlands,region,05/10/2020,1158
E12000005,West Midlands,region,04/10/2020,686
E12000005,West Midlands,region,03/10/2020,743
E12000005,West Midlands,region,02/10/2020,940
E12000005,West Midlands,region,01/10/2020,885
E12000005,West Midlands,region,30/09/2020,936
E12000005,West Midlands,region,29/09/2020,755
E12000005,West Midlands,region,28/09/2020,697
E12000005,West Midlands,region,27/09/2020,494
E12000005,West Midlands,region,26/09/2020,563
E12000005,West Midlands,region,25/09/2020,601
E12000005,West Midlands,region,24/09/2020,692
E12000005,West Midlands,region,23/09/2020,683
E12000005,West Midlands,region,22/09/2020,609
E12000005,West Midlands,region,21/09/2020,649
E12000005,West Midlands,region,20/09/2020,597
E12000005,West Midlands,region,19/09/2020,579
E12000005,West Midlands,region,18/09/2020,581
E12000005,West Midlands,region,17/09/2020,507
E12000005,West Midlands,region,16/09/2020,455
E12000005,West Midlands,region,15/09/2020,359
E12000005,West Midlands,region,14/09/2020,324
E12000005,West Midlands,region,13/09/2020,216
E12000005,West Midlands,region,12/09/2020,290
E12000005,West Midlands,region,11/09/2020,360
E12000005,West Midlands,region,10/09/2020,383
E12000005,West Midlands,region,09/09/2020,385
E12000005,West Midlands,region,08/09/2020,431
E12000005,West Midlands,region,07/09/2020,486
E12000005,West Midlands,region,06/09/2020,320
E12000005,West Midlands,region,05/09/2020,305
E12000005,West Midlands,region,04/09/2020,435
E12000005,West Midlands,region,03/09/2020,364
E12000005,West Midlands,region,02/09/2020,346
E12000005,West Midlands,region,01/09/2020,255
E12000005,West Midlands,region,31/08/2020,128
E12000005,West Midlands,region,30/08/2020,94
E12000005,West Midlands,region,29/08/2020,111
E12000005,West Midlands,region,28/08/2020,152
E12000005,West Midlands,region,27/08/2020,143
E12000005,West Midlands,region,26/08/2020,124
E12000005,West Midlands,region,25/08/2020,143
E12000005,West Midlands,region,24/08/2020,136
E12000005,West Midlands,region,23/08/2020,82
E12000005,West Midlands,region,22/08/2020,76
E12000005,West Midlands,region,21/08/2020,105
E12000005,West Midlands,region,20/08/2020,163
E12000005,West Midlands,region,19/08/2020,118
E12000005,West Midlands,region,18/08/2020,110
E12000005,West Midlands,region,17/08/2020,138
E12000005,West Midlands,region,16/08/2020,73
E12000005,West Midlands,region,15/08/2020,95
E12000005,West Midlands,region,14/08/2020,171
E12000005,West Midlands,region,13/08/2020,117
E12000005,West Midlands,region,12/08/2020,132
E12000005,West Midlands,region,11/08/2020,162
E12000005,West Midlands,region,10/08/2020,157
E12000005,West Midlands,region,09/08/2020,76
E12000005,West Midlands,region,08/08/2020,75
E12000005,West Midlands,region,07/08/2020,106
E12000005,West Midlands,region,06/08/2020,113
E12000005,West Midlands,region,05/08/2020,95
E12000005,West Midlands,region,04/08/2020,98
E12000005,West Midlands,region,03/08/2020,88
E12000005,West Midlands,region,02/08/2020,42
E12000005,West Midlands,region,01/08/2020,54
E12000005,West Midlands,region,31/07/2020,82
E12000005,West Midlands,region,30/07/2020,80
E12000005,West Midlands,region,29/07/2020,90
E12000005,West Midlands,region,28/07/2020,88
E12000005,West Midlands,region,27/07/2020,77
E12000005,West Midlands,region,26/07/2020,66
E12000005,West Midlands,region,25/07/2020,67
E12000005,West Midlands,region,24/07/2020,79
E12000005,West Midlands,region,23/07/2020,88
E12000005,West Midlands,region,22/07/2020,77
E12000005,West Midlands,region,21/07/2020,80
E12000005,West Midlands,region,20/07/2020,83
E12000005,West Midlands,region,19/07/2020,40
E12000005,West Midlands,region,18/07/2020,51
E12000005,West Midlands,region,17/07/2020,69
E12000005,West Midlands,region,16/07/2020,65
E12000005,West Midlands,region,15/07/2020,108
E12000005,West Midlands,region,14/07/2020,72
E12000005,West Midlands,region,13/07/2020,78
E12000005,West Midlands,region,12/07/2020,38
E12000005,West Midlands,region,11/07/2020,40
E12000005,West Midlands,region,10/07/2020,43
E12000005,West Midlands,region,09/07/2020,122
E12000005,West Midlands,region,08/07/2020,65
E12000005,West Midlands,region,07/07/2020,60
E12000005,West Midlands,region,06/07/2020,53
E12000005,West Midlands,region,05/07/2020,37
E12000005,West Midlands,region,04/07/2020,23
E12000005,West Midlands,region,03/07/2020,41
E12000005,West Midlands,region,02/07/2020,55
E12000005,West Midlands,region,01/07/2020,50
E12000005,West Midlands,region,30/06/2020,51
E12000005,West Midlands,region,29/06/2020,57
E12000005,West Midlands,region,28/06/2020,25
E12000005,West Midlands,region,27/06/2020,45
E12000005,West Midlands,region,26/06/2020,69
E12000005,West Midlands,region,25/06/2020,56
E12000005,West Midlands,region,24/06/2020,53
E12000005,West Midlands,region,23/06/2020,55
E12000005,West Midlands,region,22/06/2020,67
E12000005,West Midlands,region,21/06/2020,37
E12000005,West Midlands,region,20/06/2020,49
E12000005,West Midlands,region,19/06/2020,52
E12000005,West Midlands,region,18/06/2020,84
E12000005,West Midlands,region,17/06/2020,79
E12000005,West Midlands,region,16/06/2020,107
E12000005,West Midlands,region,15/06/2020,102
E12000005,West Midlands,region,14/06/2020,75
E12000005,West Midlands,region,13/06/2020,86
E12000005,West Midlands,region,12/06/2020,79
E12000005,West Midlands,region,11/06/2020,92
E12000005,West Midlands,region,10/06/2020,92
E12000005,West Midlands,region,09/06/2020,101
E12000005,West Midlands,region,08/06/2020,119
E12000005,West Midlands,region,07/06/2020,64
E12000005,West Midlands,region,06/06/2020,78
E12000005,West Midlands,region,05/06/2020,102
E12000005,West Midlands,region,04/06/2020,136
E12000005,West Midlands,region,03/06/2020,124
E12000005,West Midlands,region,02/06/2020,125
E12000005,West Midlands,region,01/06/2020,124
E12000005,West Midlands,region,31/05/2020,78
E12000005,West Midlands,region,30/05/2020,115
E12000005,West Midlands,region,29/05/2020,154
E12000005,West Midlands,region,28/05/2020,155
E12000005,West Midlands,region,27/05/2020,194
E12000005,West Midlands,region,26/05/2020,151
E12000005,West Midlands,region,25/05/2020,137
E12000005,West Midlands,region,24/05/2020,135
E12000005,West Midlands,region,23/05/2020,148
E12000005,West Midlands,region,22/05/2020,196
E12000005,West Midlands,region,21/05/2020,224
E12000005,West Midlands,region,20/05/2020,253
E12000005,West Midlands,region,19/05/2020,278
E12000005,West Midlands,region,18/05/2020,207
E12000005,West Midlands,region,17/05/2020,172
E12000005,West Midlands,region,16/05/2020,175
E12000005,West Midlands,region,15/05/2020,265
E12000005,West Midlands,region,14/05/2020,256
E12000005,West Midlands,region,13/05/2020,244
E12000005,West Midlands,region,12/05/2020,309
E12000005,West Midlands,region,11/05/2020,251
E12000005,West Midlands,region,10/05/2020,218
E12000005,West Midlands,region,09/05/2020,163
E12000005,West Midlands,region,08/05/2020,342
E12000005,West Midlands,region,07/05/2020,370
E12000005,West Midlands,region,06/05/2020,313
E12000005,West Midlands,region,05/05/2020,318
E12000005,West Midlands,region,04/05/2020,237
E12000005,West Midlands,region,03/05/2020,299
E12000005,West Midlands,region,02/05/2020,319
E12000005,West Midlands,region,01/05/2020,471
E12000005,West Midlands,region,30/04/2020,451
E12000005,West Midlands,region,29/04/2020,441
E12000005,West Midlands,region,28/04/2020,376
E12000005,West Midlands,region,27/04/2020,417
E12000005,West Midlands,region,26/04/2020,316
E12000005,West Midlands,region,25/04/2020,385
E12000005,West Midlands,region,24/04/2020,479
E12000005,West Midlands,region,23/04/2020,550
E12000005,West Midlands,region,22/04/2020,578
E12000005,West Midlands,region,21/04/2020,494
E12000005,West Midlands,region,20/04/2020,404
E12000005,West Midlands,region,19/04/2020,340
E12000005,West Midlands,region,18/04/2020,548
E12000005,West Midlands,region,17/04/2020,446
E12000005,West Midlands,region,16/04/2020,510
E12000005,West Midlands,region,15/04/2020,388
E12000005,West Midlands,region,14/04/2020,321
E12000005,West Midlands,region,13/04/2020,280
E12000005,West Midlands,region,12/04/2020,239
E12000005,West Midlands,region,11/04/2020,252
E12000005,West Midlands,region,10/04/2020,362
E12000005,West Midlands,region,09/04/2020,345
E12000005,West Midlands,region,08/04/2020,361
E12000005,West Midlands,region,07/04/2020,383
E12000005,West Midlands,region,06/04/2020,359
E12000005,West Midlands,region,05/04/2020,290
E12000005,West Midlands,region,04/04/2020,345
E12000005,West Midlands,region,03/04/2020,373
E12000005,West Midlands,region,02/04/2020,448
E12000005,West Midlands,region,01/04/2020,408
E12000005,West Midlands,region,31/03/2020,415
E12000005,West Midlands,region,30/03/2020,431
E12000005,West Midlands,region,29/03/2020,366
E12000005,West Midlands,region,28/03/2020,323
E12000005,West Midlands,region,27/03/2020,279
E12000005,West Midlands,region,26/03/2020,313
E12000005,West Midlands,region,25/03/2020,239
E12000005,West Midlands,region,24/03/2020,250
E12000005,West Midlands,region,23/03/2020,239
E12000005,West Midlands,region,22/03/2020,111
E12000005,West Midlands,region,21/03/2020,125
E12000005,West Midlands,region,20/03/2020,152
E12000005,West Midlands,region,19/03/2020,121
E12000005,West Midlands,region,18/03/2020,99
E12000005,West Midlands,region,17/03/2020,68
E12000005,West Midlands,region,16/03/2020,56
E12000005,West Midlands,region,15/03/2020,44
E12000005,West Midlands,region,14/03/2020,31
E12000005,West Midlands,region,13/03/2020,39
E12000005,West Midlands,region,12/03/2020,47
E12000005,West Midlands,region,11/03/2020,29
E12000005,West Midlands,region,10/03/2020,17
E12000005,West Midlands,region,09/03/2020,8
E12000005,West Midlands,region,08/03/2020,4
E12000005,West Midlands,region,07/03/2020,6
E12000005,West Midlands,region,06/03/2020,2
E12000005,West Midlands,region,05/03/2020,6
E12000005,West Midlands,region,04/03/2020,3
E12000005,West Midlands,region,03/03/2020,1
E12000005,West Midlands,region,02/03/2020,4
E12000005,West Midlands,region,01/03/2020,2
E12000006,East of England,region,02/10/2021,660
E12000006,East of England,region,01/10/2021,1809
E12000006,East of England,region,30/09/2021,2590
E12000006,East of England,region,29/09/2021,3101
E12000006,East of England,region,28/09/2021,3438
E12000006,East of England,region,27/09/2021,3813
E12000006,East of England,region,26/09/2021,2990
E12000006,East of England,region,25/09/2021,2340
E12000006,East of England,region,24/09/2021,2677
E12000006,East of England,region,23/09/2021,2765
E12000006,East of England,region,22/09/2021,2937
E12000006,East of England,region,21/09/2021,3251
E12000006,East of England,region,20/09/2021,3371
E12000006,East of England,region,19/09/2021,2471
E12000006,East of England,region,18/09/2021,2042
E12000006,East of England,region,17/09/2021,2193
E12000006,East of England,region,16/09/2021,2199
E12000006,East of England,region,15/09/2021,2348
E12000006,East of England,region,14/09/2021,2260
E12000006,East of England,region,13/09/2021,2585
E12000006,East of England,region,12/09/2021,1863
E12000006,East of England,region,11/09/2021,1708
E12000006,East of England,region,10/09/2021,2045
E12000006,East of England,region,09/09/2021,2319
E12000006,East of England,region,08/09/2021,2467
E12000006,East of England,region,07/09/2021,2914
E12000006,East of England,region,06/09/2021,3322
E12000006,East of England,region,05/09/2021,2328
E12000006,East of England,region,04/09/2021,2368
E12000006,East of England,region,03/09/2021,2835
E12000006,East of England,region,02/09/2021,3002
E12000006,East of England,region,01/09/2021,3107
E12000006,East of England,region,31/08/2021,3272
E12000006,East of England,region,30/08/2021,2372
E12000006,East of England,region,29/08/2021,1824
E12000006,East of England,region,28/08/2021,1933
E12000006,East of England,region,27/08/2021,2344
E12000006,East of England,region,26/08/2021,2538
E12000006,East of England,region,25/08/2021,2593
E12000006,East of England,region,24/08/2021,2580
E12000006,East of England,region,23/08/2021,2815
E12000006,East of England,region,22/08/2021,2140
E12000006,East of England,region,21/08/2021,2108
E12000006,East of England,region,20/08/2021,2392
E12000006,East of England,region,19/08/2021,2734
E12000006,East of England,region,18/08/2021,2835
E12000006,East of England,region,17/08/2021,2684
E12000006,East of England,region,16/08/2021,2801
E12000006,East of England,region,15/08/2021,1991
E12000006,East of England,region,14/08/2021,1988
E12000006,East of England,region,13/08/2021,2410
E12000006,East of England,region,12/08/2021,2695
E12000006,East of England,region,11/08/2021,2730
E12000006,East of England,region,10/08/2021,2477
E12000006,East of England,region,09/08/2021,2646
E12000006,East of England,region,08/08/2021,1881
E12000006,East of England,region,07/08/2021,1894
E12000006,East of England,region,06/08/2021,2322
E12000006,East of England,region,05/08/2021,2672
E12000006,East of England,region,04/08/2021,2737
E12000006,East of England,region,03/08/2021,2584
E12000006,East of England,region,02/08/2021,2493
E12000006,East of England,region,01/08/2021,1742
E12000006,East of England,region,31/07/2021,1866
E12000006,East of England,region,30/07/2021,2158
E12000006,East of England,region,29/07/2021,2373
E12000006,East of England,region,28/07/2021,2564
E12000006,East of England,region,27/07/2021,2415
E12000006,East of England,region,26/07/2021,2393
E12000006,East of England,region,25/07/2021,1820
E12000006,East of England,region,24/07/2021,1920
E12000006,East of England,region,23/07/2021,2251
E12000006,East of England,region,22/07/2021,2699
E12000006,East of England,region,21/07/2021,3000
E12000006,East of England,region,20/07/2021,3404
E12000006,East of England,region,19/07/2021,3963
E12000006,East of England,region,18/07/2021,3146
E12000006,East of England,region,17/07/2021,3334
E12000006,East of England,region,16/07/2021,4683
E12000006,East of England,region,15/07/2021,5416
E12000006,East of England,region,14/07/2021,4675
E12000006,East of England,region,13/07/2021,3701
E12000006,East of England,region,12/07/2021,3279
E12000006,East of England,region,11/07/2021,2270
E12000006,East of England,region,10/07/2021,1906
E12000006,East of England,region,09/07/2021,2232
E12000006,East of England,region,08/07/2021,2294
E12000006,East of England,region,07/07/2021,2543
E12000006,East of England,region,06/07/2021,2340
E12000006,East of England,region,05/07/2021,2269
E12000006,East of England,region,04/07/2021,1681
E12000006,East of England,region,03/07/2021,1549
E12000006,East of England,region,02/07/2021,1525
E12000006,East of England,region,01/07/2021,1609
E12000006,East of England,region,30/06/2021,1490
E12000006,East of England,region,29/06/2021,1382
E12000006,East of England,region,28/06/2021,1389
E12000006,East of England,region,27/06/2021,962
E12000006,East of England,region,26/06/2021,790
E12000006,East of England,region,25/06/2021,794
E12000006,East of England,region,24/06/2021,820
E12000006,East of England,region,23/06/2021,806
E12000006,East of England,region,22/06/2021,700
E12000006,East of England,region,21/06/2021,632
E12000006,East of England,region,20/06/2021,422
E12000006,East of England,region,19/06/2021,335
E12000006,East of England,region,18/06/2021,432
E12000006,East of England,region,17/06/2021,455
E12000006,East of England,region,16/06/2021,434
E12000006,East of England,region,15/06/2021,425
E12000006,East of England,region,14/06/2021,420
E12000006,East of England,region,13/06/2021,320
E12000006,East of England,region,12/06/2021,285
E12000006,East of England,region,11/06/2021,328
E12000006,East of England,region,10/06/2021,296
E12000006,East of England,region,09/06/2021,318
E12000006,East of England,region,08/06/2021,390
E12000006,East of England,region,07/06/2021,328
E12000006,East of England,region,06/06/2021,277
E12000006,East of England,region,05/06/2021,219
E12000006,East of England,region,04/06/2021,267
E12000006,East of England,region,03/06/2021,276
E12000006,East of England,region,02/06/2021,278
E12000006,East of England,region,01/06/2021,237
E12000006,East of England,region,31/05/2021,172
E12000006,East of England,region,30/05/2021,142
E12000006,East of England,region,29/05/2021,144
E12000006,East of England,region,28/05/2021,193
E12000006,East of England,region,27/05/2021,189
E12000006,East of England,region,26/05/2021,222
E12000006,East of England,region,25/05/2021,200
E12000006,East of England,region,24/05/2021,183
E12000006,East of England,region,23/05/2021,150
E12000006,East of England,region,22/05/2021,136
E12000006,East of England,region,21/05/2021,144
E12000006,East of England,region,20/05/2021,163
E12000006,East of England,region,19/05/2021,208
E12000006,East of England,region,18/05/2021,175
E12000006,East of England,region,17/05/2021,214
E12000006,East of England,region,16/05/2021,130
E12000006,East of England,region,15/05/2021,86
E12000006,East of England,region,14/05/2021,115
E12000006,East of England,region,13/05/2021,165
E12000006,East of England,region,12/05/2021,172
E12000006,East of England,region,11/05/2021,150
E12000006,East of England,region,10/05/2021,212
E12000006,East of England,region,09/05/2021,195
E12000006,East of England,region,08/05/2021,100
E12000006,East of England,region,07/05/2021,119
E12000006,East of England,region,06/05/2021,150
E12000006,East of England,region,05/05/2021,169
E12000006,East of England,region,04/05/2021,197
E12000006,East of England,region,03/05/2021,146
E12000006,East of England,region,02/05/2021,128
E12000006,East of England,region,01/05/2021,110
E12000006,East of England,region,30/04/2021,113
E12000006,East of England,region,29/04/2021,173
E12000006,East of England,region,28/04/2021,151
E12000006,East of England,region,27/04/2021,149
E12000006,East of England,region,26/04/2021,195
E12000006,East of England,region,25/04/2021,186
E12000006,East of England,region,24/04/2021,122
E12000006,East of England,region,23/04/2021,161
E12000006,East of England,region,22/04/2021,191
E12000006,East of England,region,21/04/2021,189
E12000006,East of England,region,20/04/2021,176
E12000006,East of England,region,19/04/2021,184
E12000006,East of England,region,18/04/2021,200
E12000006,East of England,region,17/04/2021,116
E12000006,East of England,region,16/04/2021,158
E12000006,East of England,region,15/04/2021,155
E12000006,East of England,region,14/04/2021,195
E12000006,East of England,region,13/04/2021,141
E12000006,East of England,region,12/04/2021,228
E12000006,East of England,region,11/04/2021,197
E12000006,East of England,region,10/04/2021,177
E12000006,East of England,region,09/04/2021,212
E12000006,East of England,region,08/04/2021,222
E12000006,East of England,region,07/04/2021,211
E12000006,East of England,region,06/04/2021,222
E12000006,East of England,region,05/04/2021,165
E12000006,East of England,region,04/04/2021,142
E12000006,East of England,region,03/04/2021,171
E12000006,East of England,region,02/04/2021,198
E12000006,East of England,region,01/04/2021,271
E12000006,East of England,region,31/03/2021,257
E12000006,East of England,region,30/03/2021,207
E12000006,East of England,region,29/03/2021,241
E12000006,East of England,region,28/03/2021,331
E12000006,East of England,region,27/03/2021,249
E12000006,East of England,region,26/03/2021,297
E12000006,East of England,region,25/03/2021,387
E12000006,East of England,region,24/03/2021,472
E12000006,East of England,region,23/03/2021,309
E12000006,East of England,region,22/03/2021,459
E12000006,East of England,region,21/03/2021,439
E12000006,East of England,region,20/03/2021,247
E12000006,East of England,region,19/03/2021,359
E12000006,East of England,region,18/03/2021,365
E12000006,East of England,region,17/03/2021,459
E12000006,East of England,region,16/03/2021,367
E12000006,East of England,region,15/03/2021,463
E12000006,East of England,region,14/03/2021,309
E12000006,East of England,region,13/03/2021,304
E12000006,East of England,region,12/03/2021,393
E12000006,East of England,region,11/03/2021,407
E12000006,East of England,region,10/03/2021,408
E12000006,East of England,region,09/03/2021,400
E12000006,East of England,region,08/03/2021,492
E12000006,East of England,region,07/03/2021,288
E12000006,East of England,region,06/03/2021,280
E12000006,East of England,region,05/03/2021,396
E12000006,East of England,region,04/03/2021,435
E12000006,East of England,region,03/03/2021,456
E12000006,East of England,region,02/03/2021,547
E12000006,East of England,region,01/03/2021,520
E12000006,East of England,region,28/02/2021,351
E12000006,East of England,region,27/02/2021,333
E12000006,East of England,region,26/02/2021,513
E12000006,East of England,region,25/02/2021,585
E12000006,East of England,region,24/02/2021,624
E12000006,East of England,region,23/02/2021,869
E12000006,East of England,region,22/02/2021,862
