observation_date,10ystandardised,snpcompositestandardised
2019-07-01,-1.308431064,2.283057953
2019-08-01,-1.481571488,2.399477929
2019-09-01,-1.421638265,2.291110789
2019-10-01,-1.418308641,2.384140078
2019-11-01,-1.388342029,2.379221464
2019-12-01,-1.3417273,2.519026682
2020-01-01,-1.478241865,2.597976171
2020-02-01,-1.604767559,2.709461815
2020-03-01,-1.747941372,2.708485294
2020-04-01,-1.767919113,2.021768843
2020-05-01,-1.764589489,2.142186528
2020-06-01,-1.761259866,2.31541465
2020-07-01,-1.797885725,2.518759004
2020-08-01,-1.741282125,2.631898305
2020-09-01,-1.751270995,2.834193222
2020-10-01,-1.688008148,2.805409736
2020-11-01,-1.701326642,2.863853653
2020-12-01,-1.67136003,3.007028754
2021-01-01,-1.611426807,3.167815002
2021-02-01,-1.50154923,3.275987602
2021-03-01,-1.401660523,3.374539744
2021-04-01,-1.431627135,3.404293352
2021-05-01,-1.4549345,3.657771103
2021-06-01,-1.498219606,3.687082029
2021-07-01,-1.5681417,3.764707383
2021-08-01,-1.548163959,3.902313524
2021-09-01,-1.474912241,4.001755568
2021-10-01,-1.464923371,3.992235886
2021-11-01,-1.504878853,4.008899183
2021-12-01,-1.474912241,4.236016412
